67,FR11 0231 1454 55WY UWO1 8LL1 M41,2201.29,Ingreso,2023-12-19
68,HR12 1816 5322 3249 0870 4,3235.63,Ingreso,2023-12-19
69,CY03 9553 7668 LPX1 DJKS ATKB URAL,1245.16,Ingreso,2023-12-19
70,RO15 KHQF QUKB PH1W KG27 GQE8,-4151.1,Retiro,2023-12-19
71,BE96 2642 1610 0933,5437.54,Ingreso,2023-12-19
72,FR90 2075 4652 22X4 GYMM GMJO J59,-1529.01,Retiro,2023-12-19
73,TN55 4144 1794 6152 9882 7773,6191.63,Ingreso,2023-12-19
74,DK65 1066 8660 5049 11,6767.87,Ingreso,2023-12-19
75,HU12 5157 9402 9766 0207 5687 7931,-2419.5,Retiro,2023-12-19
76,TR18 1050 0OML BSNR JTOA GMSZ 4G,-9283.74,Retiro,2023-12-19
77,LU89 339H SUOC UWDP HVLX,6502.3,Ingreso,2023-12-19
78,AL73 1491 7768 SW11 IE4A WUMB F0TH,-4802.0,Retiro,2023-12-19
79,KW54 XAIX P7XJ YUXR 4DQA XPOG SHJ0 3C,-8686.4,Retiro,2023-12-19
80,SE05 0500 1176 2336 7871 0480,-6243.03,Retiro,2023-12-19
81,FR05 6503 6283 09PH CNDU TKCO 416,9756.29,Ingreso,2023-12-19
82,KZ19 805F MRJN 2SM5 D9H4,-2666.23,Retiro,2023-12-19
83,BH15 CXYO IOC3 XAKE CKYW EK,-3887.85,Retiro,2023-12-19
84,RS06 8260 4598 5479 9408 43,-4331.41,Retiro,2023-12-19
85,PS03 HVYJ B1E8 3HV4 ZWSI VBIS 5B5N N,1389.74,Ingreso,2023-12-19
86,FO65 9891 1524 5477 61,-3615.84,Retiro,2023-12-19
87,GT45 KZSM C89V 38A5 XCT8 SZKC QQ7E,7916.78,Ingreso,2023-12-19
88,NL65 WBRW 5648 0082 79,3837.84,Ingreso,2023-12-19
89,BR10 8102 8522 6597 2951 5943 828T Q,9307.31,Ingreso,2023-12-19
90,BR69 4815 5602 5142 5270 3504 028V V,-9097.55,Retiro,2023-12-19
91,NL53 YYUX 8198 3879 89,-9128.59,Retiro,2023-12-19
92,RO49 TFHB 6WPU JKWX RBBN IYXB,3335.54,Ingreso,2023-12-19
93,IT26 J305 8778 246F 6M83 PZYE PNY,9730.77,Ingreso,2023-12-19
94,LI59 2387 3MPV ABSX NS3T H,9887.11,Ingreso,2023-12-19
95,BH35 PMZJ XQUN 0Z2X UPEK ZC,-9226.77,Retiro,2023-12-19
96,FR89 2105 2638 85RF ECNS LFKM E26,340.04,Ingreso,2023-12-19
97,NO16 2535 6341 788,2583.33,Ingreso,2023-12-19
98,FR76 3169 5034 24RG 5Z4B CKPV 122,9201.89,Ingreso,2023-12-19
99,FR32 9516 0371 73II R9L9 NZOK C75,3079.01,Ingreso,2023-12-19
100,VG79 TQDE 5028 6588 0107 2321,-4373.33,Retiro,2023-12-19
101,VG14 JOGH 0860 9271 6603 1716,5357.38,Ingreso,2023-12-19
102,TR45 5517 0EAL 85BR 0JAE PP9U MU,-3284.36,Retiro,2023-12-19
103,LV17 BEIC 4TPP ZP9L WRAO 9,3967.28,Ingreso,2023-12-19
104,ES13 8375 2133 0905 4708 3849,16.28,Ingreso,2023-12-19
105,AZ05 GQHN 0KKN NCYA BN5Z GAJO 78JH,3611.11,Ingreso,2023-12-19
106,IE71 EHHT 7160 1224 7143 76,2683.82,Ingreso,2023-12-19
107,FR15 9782 5537 74TR GSMB IYG6 I43,3398.14,Ingreso,2023-12-19
108,TN25 9258 7961 0845 3239 9222,-142.87,Retiro,2023-12-19
109,KW38 CWWF S96M FKGS UROR GBYP I2XU WM,8910.99,Ingreso,2023-12-19
110,NL08 ZIHN 9637 1788 24,-2174.49,Retiro,2023-12-19
111,LV32 FSRP T8ZK DK6F DGAU 6,-7308.39,Retiro,2023-12-19
112,IT88 Z259 2630 876U ZSN7 DJAV BJ9,1469.6,Ingreso,2023-12-19
113,BR48 3999 3783 7617 1323 2200 183H A,400.96,Ingreso,2023-12-19
114,CR02 7118 5250 3755 7476 7,-3858.04,Retiro,2023-12-19
115,GI18 FKDN IITC SN8F TQE4 HJW,9931.1,Ingreso,2023-12-19
116,ME73 1106 8145 0894 4218 01,377.07,Ingreso,2023-12-19
117,RO61 VGKA T2BF FD1C 8MOE Z6OX,8184.53,Ingreso,2023-12-19
118,CH54 6812 3EOR UIJS 9JII O,5523.04,Ingreso,2023-12-19
119,FR14 1756 3136 17AP GXB2 ITTA N41,-8800.22,Retiro,2023-12-19
120,IE84 OCZU 8130 9208 2540 38,-7629.23,Retiro,2023-12-19
121,CH04 7345 28DE 56J3 SK83 N,-2767.33,Retiro,2023-12-19
122,GL29 7595 3121 0603 35,4114.93,Ingreso,2023-12-19
123,IT05 D966 2311 3358 ZZQL EJDI HQG,-4951.83,Retiro,2023-12-19
124,SE14 7675 3006 2510 5368 3088,663.82,Ingreso,2023-12-19
125,AD61 9252 6383 NEUL VPTD 4WPV,-7621.6,Retiro,2023-12-19
126,MK80 429R WGDG R8SX 471,-2730.21,Retiro,2023-12-19
127,AD75 2274 0583 KQ7E M7UT ISVN,-2672.05,Retiro,2023-12-19
128,CZ19 8892 0163 0363 0981 3436,-516.6,Retiro,2023-12-19
129,NL09 FOPY 6306 7380 12,3590.4,Ingreso,2023-12-19
130,TN92 1717 5007 4235 5576 3946,7478.44,Ingreso,2023-12-19
131,SK93 6199 8808 8656 0419 6062,3286.22,Ingreso,2023-12-19
132,RO65 QDRH 14DC RSDF AIXC DFC9,-607.48,Retiro,2023-12-19
133,MU51 AAUM 3313 4695 1173 8674 139X SO,2978.38,Ingreso,2023-12-19
134,DO13 MSFT 1258 2875 4413 8171 7961,-3456.12,Retiro,2023-12-19
135,HU26 2720 8688 6860 4303 6742 0024,4900.98,Ingreso,2023-12-19
136,GE60 YR95 3690 6207 7669 24,-3326.93,Retiro,2023-12-19
137,FR30 6285 0156 89AF BH5N GQ88 Z19,9.9,Ingreso,2023-12-19
138,IL44 4078 6453 2046 1796 414,9904.02,Ingreso,2023-12-19
139,FR14 2216 8873 283D N3W3 NDQL I17,7090.29,Ingreso,2023-12-19
140,EE34 0248 2330 0465 0393,-2141.12,Retiro,2023-12-19
141,FR85 1320 9321 491P CGRN Z9RA Z46,2968.43,Ingreso,2023-12-19
142,LT71 8886 3593 2758 9811,8339.55,Ingreso,2023-12-19
143,BG12 CDQY 9767 19W7 AJFW TY,-5468.54,Retiro,2023-12-19
144,VG23 JDOK 3908 9980 8983 2137,-1738.79,Retiro,2023-12-19
145,FR62 8063 3452 83I7 BQOM I9FN P71,1506.17,Ingreso,2023-12-19
146,FI88 4573 3271 4320 60,-2099.21,Retiro,2023-12-19
147,IS03 8438 1607 8470 0020 1817 41,4608.7,Ingreso,2023-12-19
148,BE71 7873 4425 7073,-5144.0,Retiro,2023-12-19
149,NO91 8490 9989 891,3061.24,Ingreso,2023-12-19
150,IL26 4671 1924 9629 9814 276,-7218.4,Retiro,2023-12-19
151,LB89 1370 HTJT ZSZX 0GXM 8CWJ BNHB,3357.77,Ingreso,2023-12-19
152,BA29 1024 0349 5035 3728,3638.39,Ingreso,2023-12-19
153,CZ43 1425 5692 3197 9073 8473,3204.85,Ingreso,2023-12-19
154,FR34 8269 8192 79GS WIAL JDBE H90,-4184.18,Retiro,2023-12-19
155,IT68 X249 1727 7835 J85A GQZO JF2,7893.57,Ingreso,2023-12-19
156,GT04 LZZC PCES 5DNM DS8Q E29L TDMY,5215.01,Ingreso,2023-12-19
157,SK71 6833 0850 8232 4673 2596,5779.11,Ingreso,2023-12-19
158,PK98 SFKY PM24 YKMW RRLI ANKB,3134.32,Ingreso,2023-12-19
159,CR04 7160 1376 6664 2684 5,9297.13,Ingreso,2023-12-19
160,DK89 8057 3741 7316 21,-794.98,Retiro,2023-12-19
161,CY19 5894 6594 F1VH F3CC JS7Q SMWZ,-3049.42,Retiro,2023-12-19
162,BG72 EMEF 0728 07Q8 6CPM YA,2772.84,Ingreso,2023-12-19
163,MR82 1539 8588 2811 1753 5516 193,-1768.57,Retiro,2023-12-19
164,CR52 4394 4798 8159 7323 5,-2823.56,Retiro,2023-12-19
165,ES83 2628 1803 3685 1462 7650,9632.44,Ingreso,2023-12-19
166,BR72 8547 0732 2360 7418 1565 373E X,-734.73,Retiro,2023-12-19
167,SE33 3841 5506 9187 7449 0827,5713.79,Ingreso,2023-12-19
168,LU51 4688 FUGP BQYH QTU0,2344.76,Ingreso,2023-12-19
169,FR19 6353 2183 04E8 UZMJ MKVG R33,-2399.34,Retiro,2023-12-19
170,IE49 DBKT 7737 5581 9274 05,-567.63,Retiro,2023-12-19
171,LI55 5836 0GNO CX8F HKOP 5,5203.38,Ingreso,2023-12-19
172,LV66 WYUA N4UQ TA6T NRBD S,5062.11,Ingreso,2023-12-19
173,CZ27 0501 1053 0427 1512 7545,6673.46,Ingreso,2023-12-19
174,FR21 4051 4824 99WP GCQD US7O 321,1146.47,Ingreso,2023-12-19
175,FR23 4903 8688 51X6 EZM6 SK46 Q60,876.95,Ingreso,2023-12-19
176,CY41 8640 8288 ZQR0 OKBF GITO FRTB,3488.19,Ingreso,2023-12-19
177,GI98 AWBP YRZI X0QD CGYY 6PP,4141.11,Ingreso,2023-12-19
178,MT68 HEBU 4687 7RYA O75V JOBA HE1Y 6QS,-7906.19,Retiro,2023-12-19
179,AL75 1042 3659 QE0O Q27K ADAR PJD3,7912.83,Ingreso,2023-12-19
180,AD29 8329 3835 ZLQJ 89QE US7T,6008.62,Ingreso,2023-12-19
181,GI86 BQFS K17W H4CA UWGV FTK,8952.65,Ingreso,2023-12-19
182,VG69 ATCE 5993 0237 2433 4124,2289.28,Ingreso,2023-12-19
183,FR84 7290 0564 97UX XUIJ 6Y0W Z04,-167.42,Retiro,2023-12-19
184,EE40 7083 0030 9440 9664,-7532.4,Retiro,2023-12-19
185,AZ98 PWYH TFTC M6GC NDLQ WSDE TELI,-3207.93,Retiro,2023-12-19
186,AZ30 TSBU H0PT 3FYY 0PNO GREY LVHJ,5603.35,Ingreso,2023-12-19
187,SM39 C299 5130 8833 F9AJ 4ZTJ MZ3,989.28,Ingreso,2023-12-19
188,SE88 9901 8604 1849 2878 5697,-483.22,Retiro,2023-12-19
189,FR79 0649 2741 1313 VSAN OC3J R64,-3279.19,Retiro,2023-12-19
190,TN22 4395 6519 0585 9002 7337,6533.3,Ingreso,2023-12-19
191,FR27 3624 6197 07UK MUMP MG8Q 058,8763.53,Ingreso,2023-12-19
192,FR51 8005 4688 38R8 NXYI Y6YI 734,7659.55,Ingreso,2023-12-19
193,GB61 VMEE 8070 3325 8939 32,7690.26,Ingreso,2023-12-19
194,DO43 L9RY 0385 9554 8040 7537 6141,5944.15,Ingreso,2023-12-19
195,LV75 MLEF SXGJ PYOY JVOM Y,-2591.11,Retiro,2023-12-19
196,IE94 SLHC 7945 9414 7992 10,59.44,Ingreso,2023-12-19
197,AT89 2500 2030 4408 0099,945.56,Ingreso,2023-12-19
198,AZ87 NESI LKNQ ROGY F756 VIA9 ICUN,7151.59,Ingreso,2023-12-19
199,PL43 8887 9036 6233 7651 0359 4835,-6371.67,Retiro,2023-12-19
200,CR33 8032 4274 7714 7580 6,-5734.9,Retiro,2023-12-19
201,FR03 7482 3073 55UN T28V 7NDR I88,-5452.74,Retiro,2023-12-19
202,MC87 4652 5259 69D4 FA8I QPUO Y14,-8752.48,Retiro,2023-12-19
203,SK90 5810 5522 2638 9358 6834,-84.94,Retiro,2023-12-19
204,DK36 1447 7385 6622 27,-7086.5,Retiro,2023-12-19
205,ES16 5883 7268 2150 6765 5485,-7288.06,Retiro,2023-12-19
206,FR20 4708 5890 09VS BQJF HTMB I10,8173.69,Ingreso,2023-12-19
207,IE80 HKCO 5790 1009 8007 21,9353.62,Ingreso,2023-12-19
208,SA40 59ZC SELW TXNM CJOX DHNA,2709.77,Ingreso,2023-12-19
209,LV03 NUBG VDBQ QCYY G52H O,914.47,Ingreso,2023-12-19
210,TR81 3169 4MAO DILA GWSG I2RB TG,5616.15,Ingreso,2023-12-19
211,MU17 ZOMH 9965 5445 4270 9807 788Z ZC,-5211.35,Retiro,2023-12-19
212,SK44 2378 6918 5005 8263 3403,-192.84,Retiro,2023-12-19
213,IL83 9732 2194 2467 4872 813,-116.52,Retiro,2023-12-19
214,FR18 1220 2146 09LJ QAOL JKQS J27,-9515.77,Retiro,2023-12-19
215,FR20 8263 8994 07NX MK8G OFLA V74,-7878.14,Retiro,2023-12-19
216,ES41 3365 9343 4283 9100 2226,-525.71,Retiro,2023-12-19
217,NL69 QTGF 5762 4384 53,7118.71,Ingreso,2023-12-19
218,FI47 3502 7495 8558 41,-556.77,Retiro,2023-12-19
219,GB86 BJIJ 6188 2171 1166 51,-143.78,Retiro,2023-12-19
220,SE90 9036 4230 9241 0142 1847,8996.81,Ingreso,2023-12-19
221,IL37 7326 4509 2732 1128 396,2446.97,Ingreso,2023-12-19
222,SE83 5050 0284 1824 0188 2660,-2625.34,Retiro,2023-12-19
223,AL40 6472 5884 CDNS 54JX SFTU D2AE,-8746.69,Retiro,2023-12-19
224,LT60 6260 1636 7355 9939,-5751.86,Retiro,2023-12-19
225,GT98 NFIN GIKB FQOF 1BTL 8FV6 J7U1,9336.85,Ingreso,2023-12-19
226,LB30 7792 PFQQ IXFR HLF3 U180 FWJR,5566.7,Ingreso,2023-12-19
227,FR86 0175 1126 934K QEI4 U9LV 692,291.47,Ingreso,2023-12-19
228,FR83 5691 4491 37YE PIAJ BZED 352,768.23,Ingreso,2023-12-19
229,IT85 Y012 0260 295Q JK42 DMRR VMQ,-7919.79,Retiro,2023-12-19
230,KW41 WXSH 55HO SSJO YPNO WOXW XNLA XS,-2002.79,Retiro,2023-12-19
231,FR08 6497 3421 92HC GHJP WLEN 238,-8455.79,Retiro,2023-12-19
232,DE40 4306 2159 6127 7067 82,-945.51,Retiro,2023-12-19
233,FR96 4664 1065 12ON ZWNJ EC54 S67,1234.02,Ingreso,2023-12-19
234,FR14 8997 9136 35NK 6KDC IXL2 A50,9620.95,Ingreso,2023-12-19
235,FR24 9398 0860 63YD G4UP O8M7 P28,-7833.27,Retiro,2023-12-19
236,ES12 7402 3126 3412 7248 0367,1502.43,Ingreso,2023-12-19
237,GI42 CILK A5L4 SOBO MW5N IK0,6511.68,Ingreso,2023-12-19
238,CY83 5837 8619 FW0F TOCZ YWXH DX4G,4220.13,Ingreso,2023-12-19
239,HR56 7114 1822 7071 1745 1,-7705.07,Retiro,2023-12-19
240,MR31 2688 0528 3546 1419 2461 379,-1021.99,Retiro,2023-12-19
241,FR11 8713 4446 96PR HTWU OLIC G70,3785.43,Ingreso,2023-12-19
242,AL46 2916 7030 OKDZ K6UN PUOZ AC4Q,-8876.74,Retiro,2023-12-19
243,GB88 EGGJ 9639 6146 5325 55,8522.85,Ingreso,2023-12-19
244,FR04 3233 7412 84K4 P8LT V32H B52,1677.4,Ingreso,2023-12-19
245,VG96 ANUD 5255 4697 9026 1698,-7034.27,Retiro,2023-12-19
246,RS04 0892 9039 1896 0146 02,-3111.26,Retiro,2023-12-19
247,FR16 7188 5666 66ZN FJ3E AAAQ U36,-5764.89,Retiro,2023-12-19
248,MT47 AZIZ 6096 9QJH AEBO F1TQ JZCB GPA,566.42,Ingreso,2023-12-19
249,NO83 4747 0935 634,1771.11,Ingreso,2023-12-19
250,FR59 9336 5772 08OO OBLO IPVP 908,-636.92,Retiro,2023-12-19
251,SA53 86CP R1AX QGSN WBOW JVSU,-3027.25,Retiro,2023-12-19
252,SE79 2991 4645 3273 6597 1615,6084.93,Ingreso,2023-12-19
253,VG47 EBRM 4066 2080 4513 1896,-9747.2,Retiro,2023-12-19
254,IL18 2649 1153 0092 2789 008,-6500.87,Retiro,2023-12-19
255,CY88 7522 3922 1L8J N33H XEKV UEXR,3473.96,Ingreso,2023-12-19
256,FR07 8589 7637 296W RTSA QITA S51,-4705.93,Retiro,2023-12-19
257,SM06 J160 0782 137K VSTL LR40 H9C,3183.35,Ingreso,2023-12-19
258,FR67 4621 8046 053N C0XX 7HZ5 B53,-6863.63,Retiro,2023-12-19
259,CY14 2812 1764 WBB2 3XI9 XNUO TQZW,1248.45,Ingreso,2023-12-19
260,CY16 3532 4710 DBN0 EKGC BTFY HM0W,-1142.44,Retiro,2023-12-19
261,PK28 ESKG Q5OD 96QR FBXS GUO3,7165.35,Ingreso,2023-12-19
262,BG12 WMUU 3370 34O5 23NU H3,-2328.74,Retiro,2023-12-19
263,GT65 DQ8X S2WM SLQ7 4P5F SNBF APFH,6593.78,Ingreso,2023-12-19
264,PL45 5848 8428 9503 3191 7222 1956,-4462.62,Retiro,2023-12-19
265,HU03 3283 7561 2506 4091 9051 1968,811.51,Ingreso,2023-12-19
266,ME03 9054 9577 3592 9674 16,3648.32,Ingreso,2023-12-19
267,IS06 0606 6434 4529 7899 4770 83,6816.32,Ingreso,2023-12-19
268,PT16 2657 3952 7620 3784 7890 4,-3211.58,Retiro,2023-12-19
269,RO55 FDAL PCEZ YAAN 7EAV QIEZ,3789.51,Ingreso,2023-12-19
270,RS59 5549 6814 4072 5863 71,7092.6,Ingreso,2023-12-19
271,FR42 3385 9659 898V 8TS0 56YB H99,7411.83,Ingreso,2023-12-19
272,IT87 S315 3264 847Z LMML 2HJC KIK,7138.36,Ingreso,2023-12-19
273,LV15 ASFE DQED 9EFS S2HJ I,-8231.54,Retiro,2023-12-19
274,BR28 7338 6359 3631 7298 8577 936S O,7102.06,Ingreso,2023-12-19
275,VG51 YCAA 5452 7680 9858 4803,-7928.17,Retiro,2023-12-19
276,BE06 8183 6190 4011,4096.09,Ingreso,2023-12-19
277,BA45 8380 5081 7721 9800,-4945.57,Retiro,2023-12-19
278,GE74 XB20 7720 0214 0492 12,524.57,Ingreso,2023-12-19
279,FI80 1370 3949 8130 54,1800.55,Ingreso,2023-12-19
280,FR94 8714 3104 07PG 9UKA PORL P63,6968.82,Ingreso,2023-12-19
281,GB24 CARY 9531 1545 1177 74,6983.47,Ingreso,2023-12-19
282,ES97 9050 6016 6724 0716 7889,4333.23,Ingreso,2023-12-19
283,CZ87 5155 5615 7917 1234 1420,561.79,Ingreso,2023-12-19
284,HU76 0327 6663 6622 7294 9662 6919,-2661.48,Retiro,2023-12-19
285,CZ90 3111 9772 5374 4768 2659,-3181.98,Retiro,2023-12-19
286,CR55 8305 5988 5624 8260 5,9579.88,Ingreso,2023-12-19
287,FO50 4130 3868 8934 23,-3013.56,Retiro,2023-12-19
288,DE82 7954 8798 8659 2037 85,-3273.98,Retiro,2023-12-19
289,FR87 6888 0688 21TV 0ID4 W1VV C61,582.53,Ingreso,2023-12-19
290,PK88 UTLI PZZ9 CMME PQY8 2RZM,544.77,Ingreso,2023-12-19
291,SI45 4875 9004 8535 911,-2655.73,Retiro,2023-12-19
292,FR84 9587 4370 99LF PABT OTS9 P08,-4780.62,Retiro,2023-12-19
293,SI86 5947 5959 4661 043,4089.42,Ingreso,2023-12-19
294,FI23 5821 9600 3066 34,-7772.22,Retiro,2023-12-19
295,HR87 8559 3993 7651 6116 7,-3179.27,Retiro,2023-12-19
296,AL56 7325 5958 QY0F QEBG OLUD X7QQ,8668.0,Ingreso,2023-12-19
297,MT39 YNWP 8549 6E2M CVRE ZL4A F9Q0 UJF,2786.56,Ingreso,2023-12-19
298,SA21 181F EEHO G5IL 8MWK HZBF,-4346.18,Retiro,2023-12-19
299,MR31 5468 2626 6027 9205 2684 210,-1376.45,Retiro,2023-12-19
300,BE78 2961 6035 1553,-4362.51,Retiro,2023-12-19
301,AD75 6430 8972 YVLC ONWK NJZP,-819.21,Retiro,2023-12-19
302,LV69 XXCP 0Z09 W5VD H8IN 6,1083.0,Ingreso,2023-12-19
303,SM88 A306 0912 189Z GW6M FXMB DCM,7565.19,Ingreso,2023-12-19
304,FI80 2351 8433 6782 55,6702.99,Ingreso,2023-12-19
305,FR06 1022 9281 15XL VLJ9 XIKE H85,638.43,Ingreso,2023-12-19
306,FR79 8791 1170 18HE UJ2E AVEG B86,1676.75,Ingreso,2023-12-19
307,FR89 7620 5547 93DG YUW8 WNEP U51,3365.35,Ingreso,2023-12-19
308,LV90 EMQB A33H PXAW HXT0 J,2114.6,Ingreso,2023-12-19
309,KZ36 305T GYNF 6GSF 9M4G,5737.18,Ingreso,2023-12-19
310,IT94 Y867 4777 722H F9HX CGF5 P5F,4027.85,Ingreso,2023-12-19
311,LT97 0562 0222 7241 6407,-1965.05,Retiro,2023-12-19
312,PT62 9013 3377 7498 6335 2713 1,2373.64,Ingreso,2023-12-19
313,EE47 5012 9303 3047 6362,3650.68,Ingreso,2023-12-19
314,DE60 6149 5722 5647 5796 18,-7563.5,Retiro,2023-12-19
315,NL25 RMRJ 3038 8166 45,2850.77,Ingreso,2023-12-19
316,HR55 2025 6335 6259 0480 9,-7346.91,Retiro,2023-12-19
317,FR11 5563 9044 76RI RRJY ABYK 909,7817.71,Ingreso,2023-12-19
318,FR14 5976 4597 86OZ C32L 93IX Q53,-2564.37,Retiro,2023-12-19
319,FR41 8639 1221 60J8 YXXS 0FAR U57,-1158.06,Retiro,2023-12-19
320,CZ77 8118 5947 1848 4511 0326,-6215.31,Retiro,2023-12-19
321,HU09 2367 5161 9260 3897 7693 9129,4373.93,Ingreso,2023-12-19
322,SM87 G174 4217 575U 37Y6 U6CR XKG,-6012.38,Retiro,2023-12-19
323,FR30 8048 9828 44GO HT7K 5NLP M62,2315.72,Ingreso,2023-12-19
324,NL82 EKOR 9855 3634 43,2763.12,Ingreso,2023-12-19
325,FR91 4087 8919 70W6 LCN4 JJVJ 719,-5587.34,Retiro,2023-12-19
326,LU48 732R 9OOT YXE3 0ERZ,9204.79,Ingreso,2023-12-19
327,FR21 7718 0797 66R0 IC36 DJBE O70,9993.32,Ingreso,2023-12-19
328,KW07 WDCO VV8D 2WES H0CR PHUZ X7XL TE,4097.3,Ingreso,2023-12-19
329,FR98 8163 6283 702G UDG8 EEI2 S12,-560.23,Retiro,2023-12-19
330,AZ81 WNIU EWPT DMZF HPPS K0KQ 4ALM,-3223.2,Retiro,2023-12-19
331,GI54 QQGQ E7QD G5RS KRSV JRC,1144.87,Ingreso,2023-12-19
